,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
220026,1956-09-01,26.233,0.232,Taipei,Taiwan,24.92N,122.36E
220027,1956-10-01,23.797,0.165,Taipei,Taiwan,24.92N,122.36E
220028,1956-11-01,20.329,0.348,Taipei,Taiwan,24.92N,122.36E
220029,1956-12-01,18.333,0.344,Taipei,Taiwan,24.92N,122.36E
220030,1957-01-01,17.991,0.229,Taipei,Taiwan,24.92N,122.36E
220031,1957-02-01,15.52,0.5329999999999999,Taipei,Taiwan,24.92N,122.36E
220032,1957-03-01,17.448,0.423,Taipei,Taiwan,24.92N,122.36E
220033,1957-04-01,21.519,0.338,Taipei,Taiwan,24.92N,122.36E
220034,1957-05-01,24.002,0.3229999999999999,Taipei,Taiwan,24.92N,122.36E
220035,1957-06-01,25.763,0.5,Taipei,Taiwan,24.92N,122.36E
220036,1957-07-01,28.538,0.374,Taipei,Taiwan,24.92N,122.36E
220037,1957-08-01,28.377,0.5670000000000001,Taipei,Taiwan,24.92N,122.36E
220038,1957-09-01,25.867,0.498,Taipei,Taiwan,24.92N,122.36E
220039,1957-10-01,22.831,0.389,Taipei,Taiwan,24.92N,122.36E
220040,1957-11-01,21.711,0.4270000000000001,Taipei,Taiwan,24.92N,122.36E
220041,1957-12-01,19.288,0.206,Taipei,Taiwan,24.92N,122.36E
220042,1958-01-01,16.508,0.342,Taipei,Taiwan,24.92N,122.36E
220043,1958-02-01,16.169,0.371,Taipei,Taiwan,24.92N,122.36E
220044,1958-03-01,19.318,0.222,Taipei,Taiwan,24.92N,122.36E
220045,1958-04-01,22.47,0.231,Taipei,Taiwan,24.92N,122.36E
220046,1958-05-01,24.118,0.279,Taipei,Taiwan,24.92N,122.36E
220047,1958-06-01,25.55,0.439,Taipei,Taiwan,24.92N,122.36E
220048,1958-07-01,27.731,0.382,Taipei,Taiwan,24.92N,122.36E
220049,1958-08-01,27.859,0.309,Taipei,Taiwan,24.92N,122.36E
220050,1958-09-01,26.745,0.256,Taipei,Taiwan,24.92N,122.36E
220051,1958-10-01,23.6,0.204,Taipei,Taiwan,24.92N,122.36E
220052,1958-11-01,21.111,0.213,Taipei,Taiwan,24.92N,122.36E
220053,1958-12-01,19.439,0.279,Taipei,Taiwan,24.92N,122.36E
220054,1959-01-01,15.606999999999998,0.371,Taipei,Taiwan,24.92N,122.36E
220055,1959-02-01,18.726,0.188,Taipei,Taiwan,24.92N,122.36E
220056,1959-03-01,19.239,0.29,Taipei,Taiwan,24.92N,122.36E
220057,1959-04-01,21.249,0.307,Taipei,Taiwan,24.92N,122.36E
220058,1959-05-01,23.996,0.157,Taipei,Taiwan,24.92N,122.36E
220059,1959-06-01,26.447,0.195,Taipei,Taiwan,24.92N,122.36E
220060,1959-07-01,28.092,0.295,Taipei,Taiwan,24.92N,122.36E
220061,1959-08-01,28.047,0.284,Taipei,Taiwan,24.92N,122.36E
220062,1959-09-01,26.692,0.355,Taipei,Taiwan,24.92N,122.36E
220063,1959-10-01,23.514,0.257,Taipei,Taiwan,24.92N,122.36E
220064,1959-11-01,21.97,0.185,Taipei,Taiwan,24.92N,122.36E
220065,1959-12-01,20.031,0.209,Taipei,Taiwan,24.92N,122.36E
220066,1960-01-01,17.212,0.259,Taipei,Taiwan,24.92N,122.36E
220067,1960-02-01,17.801,0.262,Taipei,Taiwan,24.92N,122.36E
220068,1960-03-01,21.143,0.158,Taipei,Taiwan,24.92N,122.36E
220069,1960-04-01,20.438,0.256,Taipei,Taiwan,24.92N,122.36E
220070,1960-05-01,23.412,0.305,Taipei,Taiwan,24.92N,122.36E
220071,1960-06-01,26.459,0.263,Taipei,Taiwan,24.92N,122.36E
220072,1960-07-01,28.535,0.213,Taipei,Taiwan,24.92N,122.36E
220073,1960-08-01,27.121,0.316,Taipei,Taiwan,24.92N,122.36E
220074,1960-09-01,27.142,0.336,Taipei,Taiwan,24.92N,122.36E
220075,1960-10-01,23.952,0.172,Taipei,Taiwan,24.92N,122.36E
220076,1960-11-01,22.289,0.177,Taipei,Taiwan,24.92N,122.36E
220077,1960-12-01,17.802000000000003,0.176,Taipei,Taiwan,24.92N,122.36E
220078,1961-01-01,16.116,0.275,Taipei,Taiwan,24.92N,122.36E
220079,1961-02-01,16.244999999999994,0.149,Taipei,Taiwan,24.92N,122.36E
220080,1961-03-01,18.682,0.233,Taipei,Taiwan,24.92N,122.36E
220081,1961-04-01,21.256,0.294,Taipei,Taiwan,24.92N,122.36E
220082,1961-05-01,24.106,0.254,Taipei,Taiwan,24.92N,122.36E
220083,1961-06-01,27.688,0.283,Taipei,Taiwan,24.92N,122.36E
220084,1961-07-01,28.081,0.172,Taipei,Taiwan,24.92N,122.36E
220085,1961-08-01,28.122000000000003,0.183,Taipei,Taiwan,24.92N,122.36E
220086,1961-09-01,27.15,0.257,Taipei,Taiwan,24.92N,122.36E
220087,1961-10-01,24.283,0.381,Taipei,Taiwan,24.92N,122.36E
220088,1961-11-01,22.588,0.205,Taipei,Taiwan,24.92N,122.36E
220089,1961-12-01,19.103,0.121,Taipei,Taiwan,24.92N,122.36E
220090,1962-01-01,14.544,0.224,Taipei,Taiwan,24.92N,122.36E
220091,1962-02-01,17.090999999999998,0.189,Taipei,Taiwan,24.92N,122.36E
220092,1962-03-01,17.736,0.186,Taipei,Taiwan,24.92N,122.36E
220093,1962-04-01,19.892,0.28,Taipei,Taiwan,24.92N,122.36E
220094,1962-05-01,24.214,0.311,Taipei,Taiwan,24.92N,122.36E
220095,1962-06-01,26.647,0.513,Taipei,Taiwan,24.92N,122.36E
220096,1962-07-01,28.362,0.259,Taipei,Taiwan,24.92N,122.36E
220097,1962-08-01,28.06900000000001,0.26,Taipei,Taiwan,24.92N,122.36E
220098,1962-09-01,26.966,0.368,Taipei,Taiwan,24.92N,122.36E
220099,1962-10-01,23.871,0.3670000000000001,Taipei,Taiwan,24.92N,122.36E
220100,1962-11-01,21.136000000000006,0.152,Taipei,Taiwan,24.92N,122.36E
220101,1962-12-01,18.166,0.308,Taipei,Taiwan,24.92N,122.36E
220102,1963-01-01,13.255,0.253,Taipei,Taiwan,24.92N,122.36E
220103,1963-02-01,14.678,0.209,Taipei,Taiwan,24.92N,122.36E
220104,1963-03-01,18.087,0.172,Taipei,Taiwan,24.92N,122.36E
220105,1963-04-01,21.309,0.232,Taipei,Taiwan,24.92N,122.36E
220106,1963-05-01,25.924,0.314,Taipei,Taiwan,24.92N,122.36E
220107,1963-06-01,25.866,0.195,Taipei,Taiwan,24.92N,122.36E
220108,1963-07-01,27.448,0.251,Taipei,Taiwan,24.92N,122.36E
220109,1963-08-01,28.533,0.25,Taipei,Taiwan,24.92N,122.36E
220110,1963-09-01,27.597,0.297,Taipei,Taiwan,24.92N,122.36E
220111,1963-10-01,23.271,0.162,Taipei,Taiwan,24.92N,122.36E
220112,1963-11-01,22.288,0.32,Taipei,Taiwan,24.92N,122.36E
220113,1963-12-01,18.311,0.168,Taipei,Taiwan,24.92N,122.36E
220114,1964-01-01,17.229999999999997,0.262,Taipei,Taiwan,24.92N,122.36E
220115,1964-02-01,16.057000000000002,0.301,Taipei,Taiwan,24.92N,122.36E
220116,1964-03-01,17.867,0.152,Taipei,Taiwan,24.92N,122.36E
220117,1964-04-01,23.489,0.216,Taipei,Taiwan,24.92N,122.36E
220118,1964-05-01,23.923,0.227,Taipei,Taiwan,24.92N,122.36E
220119,1964-06-01,25.793000000000003,0.263,Taipei,Taiwan,24.92N,122.36E
220120,1964-07-01,28.565,0.246,Taipei,Taiwan,24.92N,122.36E
220121,1964-08-01,27.909,0.275,Taipei,Taiwan,24.92N,122.36E
220122,1964-09-01,27.505,0.201,Taipei,Taiwan,24.92N,122.36E
220123,1964-10-01,25.036,0.227,Taipei,Taiwan,24.92N,122.36E
220124,1964-11-01,20.809,0.159,Taipei,Taiwan,24.92N,122.36E
220125,1964-12-01,18.051,0.232,Taipei,Taiwan,24.92N,122.36E
220126,1965-01-01,16.979999999999997,0.218,Taipei,Taiwan,24.92N,122.36E
220127,1965-02-01,17.954,0.171,Taipei,Taiwan,24.92N,122.36E
220128,1965-03-01,17.628,0.283,Taipei,Taiwan,24.92N,122.36E
220129,1965-04-01,20.609,0.161,Taipei,Taiwan,24.92N,122.36E
220130,1965-05-01,23.132,0.338,Taipei,Taiwan,24.92N,122.36E
220131,1965-06-01,25.573,0.431,Taipei,Taiwan,24.92N,122.36E
220132,1965-07-01,27.756,0.31,Taipei,Taiwan,24.92N,122.36E
220133,1965-08-01,27.759,0.152,Taipei,Taiwan,24.92N,122.36E
220134,1965-09-01,25.917,0.257,Taipei,Taiwan,24.92N,122.36E
220135,1965-10-01,23.732,0.218,Taipei,Taiwan,24.92N,122.36E
220136,1965-11-01,22.793000000000003,0.331,Taipei,Taiwan,24.92N,122.36E
220137,1965-12-01,18.674000000000003,0.249,Taipei,Taiwan,24.92N,122.36E
220138,1966-01-01,18.02,0.241,Taipei,Taiwan,24.92N,122.36E
220139,1966-02-01,18.749,0.144,Taipei,Taiwan,24.92N,122.36E
220140,1966-03-01,20.407,0.294,Taipei,Taiwan,24.92N,122.36E
220141,1966-04-01,21.869,0.274,Taipei,Taiwan,24.92N,122.36E
220142,1966-05-01,23.396,0.174,Taipei,Taiwan,24.92N,122.36E
220143,1966-06-01,25.501,0.186,Taipei,Taiwan,24.92N,122.36E
220144,1966-07-01,27.981,0.383,Taipei,Taiwan,24.92N,122.36E
220145,1966-08-01,28.0,0.411,Taipei,Taiwan,24.92N,122.36E
220146,1966-09-01,25.09,0.459,Taipei,Taiwan,24.92N,122.36E
220147,1966-10-01,23.812,0.262,Taipei,Taiwan,24.92N,122.36E
220148,1966-11-01,22.242,0.23,Taipei,Taiwan,24.92N,122.36E
220149,1966-12-01,19.221,0.192,Taipei,Taiwan,24.92N,122.36E
220150,1967-01-01,15.688,0.138,Taipei,Taiwan,24.92N,122.36E
220151,1967-02-01,15.886,0.204,Taipei,Taiwan,24.92N,122.36E
220152,1967-03-01,18.855,0.173,Taipei,Taiwan,24.92N,122.36E
220153,1967-04-01,21.56,0.208,Taipei,Taiwan,24.92N,122.36E
220154,1967-05-01,24.992,0.222,Taipei,Taiwan,24.92N,122.36E
220155,1967-06-01,26.317,0.254,Taipei,Taiwan,24.92N,122.36E
220156,1967-07-01,28.451,0.425,Taipei,Taiwan,24.92N,122.36E
220157,1967-08-01,28.368,0.311,Taipei,Taiwan,24.92N,122.36E
220158,1967-09-01,25.928,0.278,Taipei,Taiwan,24.92N,122.36E
220159,1967-10-01,23.135,0.141,Taipei,Taiwan,24.92N,122.36E
220160,1967-11-01,22.335,0.227,Taipei,Taiwan,24.92N,122.36E
220161,1967-12-01,15.382,0.19,Taipei,Taiwan,24.92N,122.36E
220162,1968-01-01,16.043999999999997,0.209,Taipei,Taiwan,24.92N,122.36E
220163,1968-02-01,13.5,0.308,Taipei,Taiwan,24.92N,122.36E
220164,1968-03-01,17.668,0.1669999999999999,Taipei,Taiwan,24.92N,122.36E
220165,1968-04-01,19.926,0.233,Taipei,Taiwan,24.92N,122.36E
220166,1968-05-01,23.741,0.1639999999999999,Taipei,Taiwan,24.92N,122.36E
220167,1968-06-01,25.275,0.3,Taipei,Taiwan,24.92N,122.36E
220168,1968-07-01,27.902,0.173,Taipei,Taiwan,24.92N,122.36E
220169,1968-08-01,28.013,0.273,Taipei,Taiwan,24.92N,122.36E
220170,1968-09-01,26.323,0.225,Taipei,Taiwan,24.92N,122.36E
220171,1968-10-01,23.079,0.205,Taipei,Taiwan,24.92N,122.36E
220172,1968-11-01,21.445,0.25,Taipei,Taiwan,24.92N,122.36E
220173,1968-12-01,20.301,0.272,Taipei,Taiwan,24.92N,122.36E
220174,1969-01-01,17.976,0.24,Taipei,Taiwan,24.92N,122.36E
220175,1969-02-01,16.358999999999998,0.135,Taipei,Taiwan,24.92N,122.36E
220176,1969-03-01,17.925,0.182,Taipei,Taiwan,24.92N,122.36E
220177,1969-04-01,21.54,0.232,Taipei,Taiwan,24.92N,122.36E
220178,1969-05-01,24.739,0.216,Taipei,Taiwan,24.92N,122.36E
220179,1969-06-01,24.896,0.243,Taipei,Taiwan,24.92N,122.36E
220180,1969-07-01,28.459,0.304,Taipei,Taiwan,24.92N,122.36E
220181,1969-08-01,27.894,0.29,Taipei,Taiwan,24.92N,122.36E
220182,1969-09-01,27.203000000000003,0.237,Taipei,Taiwan,24.92N,122.36E
220183,1969-10-01,22.974,0.262,Taipei,Taiwan,24.92N,122.36E
220184,1969-11-01,20.387,0.286,Taipei,Taiwan,24.92N,122.36E
220185,1969-12-01,17.520000000000003,0.301,Taipei,Taiwan,24.92N,122.36E
220186,1970-01-01,15.598,0.181,Taipei,Taiwan,24.92N,122.36E
220187,1970-02-01,17.444000000000003,0.195,Taipei,Taiwan,24.92N,122.36E
220188,1970-03-01,16.678,0.253,Taipei,Taiwan,24.92N,122.36E
220189,1970-04-01,19.813,0.225,Taipei,Taiwan,24.92N,122.36E
220190,1970-05-01,24.349,0.187,Taipei,Taiwan,24.92N,122.36E
220191,1970-06-01,26.09,0.354,Taipei,Taiwan,24.92N,122.36E
220192,1970-07-01,28.195,0.212,Taipei,Taiwan,24.92N,122.36E
220193,1970-08-01,28.16200000000001,0.245,Taipei,Taiwan,24.92N,122.36E
220194,1970-09-01,27.337,0.222,Taipei,Taiwan,24.92N,122.36E
220195,1970-10-01,24.492,0.26,Taipei,Taiwan,24.92N,122.36E
220196,1970-11-01,21.401,0.182,Taipei,Taiwan,24.92N,122.36E
220197,1970-12-01,19.164,0.197,Taipei,Taiwan,24.92N,122.36E
220198,1971-01-01,14.823,0.204,Taipei,Taiwan,24.92N,122.36E
220199,1971-02-01,16.266,0.257,Taipei,Taiwan,24.92N,122.36E
220200,1971-03-01,17.895,0.089,Taipei,Taiwan,24.92N,122.36E
220201,1971-04-01,21.04,0.174,Taipei,Taiwan,24.92N,122.36E
220202,1971-05-01,23.429,0.245,Taipei,Taiwan,24.92N,122.36E
220203,1971-06-01,27.457,0.119,Taipei,Taiwan,24.92N,122.36E
220204,1971-07-01,28.648000000000003,0.234,Taipei,Taiwan,24.92N,122.36E
220205,1971-08-01,28.033,0.214,Taipei,Taiwan,24.92N,122.36E
220206,1971-09-01,26.775,0.191,Taipei,Taiwan,24.92N,122.36E
220207,1971-10-01,23.205,0.146,Taipei,Taiwan,24.92N,122.36E
220208,1971-11-01,20.924,0.159,Taipei,Taiwan,24.92N,122.36E
220209,1971-12-01,18.75,0.133,Taipei,Taiwan,24.92N,122.36E
220210,1972-01-01,17.642,0.176,Taipei,Taiwan,24.92N,122.36E
220211,1972-02-01,16.226,0.14,Taipei,Taiwan,24.92N,122.36E
220212,1972-03-01,17.677,0.16,Taipei,Taiwan,24.92N,122.36E
220213,1972-04-01,20.141,0.277,Taipei,Taiwan,24.92N,122.36E
220214,1972-05-01,24.03,0.201,Taipei,Taiwan,24.92N,122.36E
220215,1972-06-01,26.628,0.261,Taipei,Taiwan,24.92N,122.36E
220216,1972-07-01,27.546000000000006,0.277,Taipei,Taiwan,24.92N,122.36E
220217,1972-08-01,26.828000000000007,0.308,Taipei,Taiwan,24.92N,122.36E
220218,1972-09-01,26.155,0.206,Taipei,Taiwan,24.92N,122.36E
220219,1972-10-01,24.296,0.273,Taipei,Taiwan,24.92N,122.36E
220220,1972-11-01,22.061,0.193,Taipei,Taiwan,24.92N,122.36E
220221,1972-12-01,18.743,0.233,Taipei,Taiwan,24.92N,122.36E
220222,1973-01-01,17.369999999999994,0.34,Taipei,Taiwan,24.92N,122.36E
220223,1973-02-01,19.384,0.279,Taipei,Taiwan,24.92N,122.36E
220224,1973-03-01,19.302,0.357,Taipei,Taiwan,24.92N,122.36E
220225,1973-04-01,22.502,0.211,Taipei,Taiwan,24.92N,122.36E
220226,1973-05-01,24.107,0.29,Taipei,Taiwan,24.92N,122.36E
220227,1973-06-01,26.042,0.159,Taipei,Taiwan,24.92N,122.36E
220228,1973-07-01,27.72,0.252,Taipei,Taiwan,24.92N,122.36E
220229,1973-08-01,27.698,0.3670000000000001,Taipei,Taiwan,24.92N,122.36E
220230,1973-09-01,27.057,0.198,Taipei,Taiwan,24.92N,122.36E
220231,1973-10-01,24.18,0.229,Taipei,Taiwan,24.92N,122.36E
220232,1973-11-01,20.877,0.106,Taipei,Taiwan,24.92N,122.36E
220233,1973-12-01,16.555,0.252,Taipei,Taiwan,24.92N,122.36E
220234,1974-01-01,16.912999999999997,0.324,Taipei,Taiwan,24.92N,122.36E
220235,1974-02-01,15.496,0.212,Taipei,Taiwan,24.92N,122.36E
220236,1974-03-01,17.766,0.236,Taipei,Taiwan,24.92N,122.36E
220237,1974-04-01,21.294,0.227,Taipei,Taiwan,24.92N,122.36E
220238,1974-05-01,24.547,0.29,Taipei,Taiwan,24.92N,122.36E
220239,1974-06-01,25.935,0.251,Taipei,Taiwan,24.92N,122.36E
220240,1974-07-01,28.091,0.24,Taipei,Taiwan,24.92N,122.36E
220241,1974-08-01,27.297,0.253,Taipei,Taiwan,24.92N,122.36E
220242,1974-09-01,26.139,0.21,Taipei,Taiwan,24.92N,122.36E
220243,1974-10-01,24.515,0.216,Taipei,Taiwan,24.92N,122.36E
220244,1974-11-01,21.841,0.348,Taipei,Taiwan,24.92N,122.36E
220245,1974-12-01,19.793000000000006,0.295,Taipei,Taiwan,24.92N,122.36E
220246,1975-01-01,16.93,0.208,Taipei,Taiwan,24.92N,122.36E
220247,1975-02-01,17.442999999999998,0.3,Taipei,Taiwan,24.92N,122.36E
220248,1975-03-01,18.082,0.224,Taipei,Taiwan,24.92N,122.36E
220249,1975-04-01,22.369,0.18,Taipei,Taiwan,24.92N,122.36E
220250,1975-05-01,23.341,0.265,Taipei,Taiwan,24.92N,122.36E
220251,1975-06-01,26.254,0.344,Taipei,Taiwan,24.92N,122.36E
220252,1975-07-01,28.317,0.398,Taipei,Taiwan,24.92N,122.36E
220253,1975-08-01,27.646,0.43,Taipei,Taiwan,24.92N,122.36E
220254,1975-09-01,27.556,0.374,Taipei,Taiwan,24.92N,122.36E
220255,1975-10-01,25.269,0.292,Taipei,Taiwan,24.92N,122.36E
220256,1975-11-01,21.001,0.159,Taipei,Taiwan,24.92N,122.36E
220257,1975-12-01,16.838,0.206,Taipei,Taiwan,24.92N,122.36E
220258,1976-01-01,16.276999999999994,0.196,Taipei,Taiwan,24.92N,122.36E
220259,1976-02-01,18.179,0.18,Taipei,Taiwan,24.92N,122.36E
220260,1976-03-01,17.753999999999994,0.238,Taipei,Taiwan,24.92N,122.36E
220261,1976-04-01,20.9,0.266,Taipei,Taiwan,24.92N,122.36E
220262,1976-05-01,24.045,0.383,Taipei,Taiwan,24.92N,122.36E
220263,1976-06-01,26.115,0.268,Taipei,Taiwan,24.92N,122.36E
220264,1976-07-01,27.137,0.406,Taipei,Taiwan,24.92N,122.36E
220265,1976-08-01,27.964,0.199,Taipei,Taiwan,24.92N,122.36E
220266,1976-09-01,25.832,0.258,Taipei,Taiwan,24.92N,122.36E
220267,1976-10-01,23.943,0.226,Taipei,Taiwan,24.92N,122.36E
220268,1976-11-01,19.737,0.221,Taipei,Taiwan,24.92N,122.36E
220269,1976-12-01,18.784,0.273,Taipei,Taiwan,24.92N,122.36E
220270,1977-01-01,16.74,0.216,Taipei,Taiwan,24.92N,122.36E
220271,1977-02-01,15.565,0.3670000000000001,Taipei,Taiwan,24.92N,122.36E
220272,1977-03-01,19.583,0.451,Taipei,Taiwan,24.92N,122.36E
220273,1977-04-01,22.824,0.299,Taipei,Taiwan,24.92N,122.36E
220274,1977-05-01,24.959,0.268,Taipei,Taiwan,24.92N,122.36E
220275,1977-06-01,26.744,0.288,Taipei,Taiwan,24.92N,122.36E
220276,1977-07-01,28.275,0.241,Taipei,Taiwan,24.92N,122.36E
220277,1977-08-01,27.885,0.259,Taipei,Taiwan,24.92N,122.36E
220278,1977-09-01,26.963,0.1639999999999999,Taipei,Taiwan,24.92N,122.36E
220279,1977-10-01,24.649,0.272,Taipei,Taiwan,24.92N,122.36E
220280,1977-11-01,20.779,0.147,Taipei,Taiwan,24.92N,122.36E
220281,1977-12-01,20.382,0.273,Taipei,Taiwan,24.92N,122.36E
220282,1978-01-01,16.284000000000002,0.256,Taipei,Taiwan,24.92N,122.36E
220283,1978-02-01,16.346,0.195,Taipei,Taiwan,24.92N,122.36E
220284,1978-03-01,18.366,0.159,Taipei,Taiwan,24.92N,122.36E
220285,1978-04-01,21.283,0.394,Taipei,Taiwan,24.92N,122.36E
220286,1978-05-01,23.459,0.199,Taipei,Taiwan,24.92N,122.36E
220287,1978-06-01,26.844,0.25,Taipei,Taiwan,24.92N,122.36E
220288,1978-07-01,28.749,0.391,Taipei,Taiwan,24.92N,122.36E
220289,1978-08-01,27.921000000000006,0.337,Taipei,Taiwan,24.92N,122.36E
220290,1978-09-01,26.989,0.1689999999999999,Taipei,Taiwan,24.92N,122.36E
220291,1978-10-01,23.59800000000001,0.22,Taipei,Taiwan,24.92N,122.36E
220292,1978-11-01,21.178,0.304,Taipei,Taiwan,24.92N,122.36E
220293,1978-12-01,18.947000000000006,0.357,Taipei,Taiwan,24.92N,122.36E
220294,1979-01-01,18.215,0.346,Taipei,Taiwan,24.92N,122.36E
220295,1979-02-01,18.425,0.171,Taipei,Taiwan,24.92N,122.36E
220296,1979-03-01,18.702,0.181,Taipei,Taiwan,24.92N,122.36E
220297,1979-04-01,21.221,0.303,Taipei,Taiwan,24.92N,122.36E
220298,1979-05-01,22.476,0.233,Taipei,Taiwan,24.92N,122.36E
220299,1979-06-01,25.616,0.242,Taipei,Taiwan,24.92N,122.36E
220300,1979-07-01,28.84800000000001,0.239,Taipei,Taiwan,24.92N,122.36E
220301,1979-08-01,27.786,0.276,Taipei,Taiwan,24.92N,122.36E
220302,1979-09-01,26.847,0.247,Taipei,Taiwan,24.92N,122.36E
220303,1979-10-01,23.184,0.183,Taipei,Taiwan,24.92N,122.36E
220304,1979-11-01,20.526,0.162,Taipei,Taiwan,24.92N,122.36E
220305,1979-12-01,19.456000000000003,0.219,Taipei,Taiwan,24.92N,122.36E
220306,1980-01-01,16.7,0.226,Taipei,Taiwan,24.92N,122.36E
220307,1980-02-01,16.339000000000002,0.247,Taipei,Taiwan,24.92N,122.36E
220308,1980-03-01,19.535,0.211,Taipei,Taiwan,24.92N,122.36E
220309,1980-04-01,20.657,0.187,Taipei,Taiwan,24.92N,122.36E
220310,1980-05-01,23.795,0.125,Taipei,Taiwan,24.92N,122.36E
220311,1980-06-01,27.69,0.256,Taipei,Taiwan,24.92N,122.36E
220312,1980-07-01,28.922,0.252,Taipei,Taiwan,24.92N,122.36E
220313,1980-08-01,28.31,0.237,Taipei,Taiwan,24.92N,122.36E
220314,1980-09-01,26.47,0.153,Taipei,Taiwan,24.92N,122.36E
220315,1980-10-01,24.292,0.127,Taipei,Taiwan,24.92N,122.36E
220316,1980-11-01,22.418000000000006,0.194,Taipei,Taiwan,24.92N,122.36E
220317,1980-12-01,17.230999999999998,0.143,Taipei,Taiwan,24.92N,122.36E
220318,1981-01-01,16.494999999999994,0.242,Taipei,Taiwan,24.92N,122.36E
220319,1981-02-01,17.33,0.251,Taipei,Taiwan,24.92N,122.36E
220320,1981-03-01,19.903,0.245,Taipei,Taiwan,24.92N,122.36E
220321,1981-04-01,22.45,0.317,Taipei,Taiwan,24.92N,122.36E
220322,1981-05-01,22.765,0.182,Taipei,Taiwan,24.92N,122.36E
220323,1981-06-01,25.368,0.399,Taipei,Taiwan,24.92N,122.36E
220324,1981-07-01,27.606,0.282,Taipei,Taiwan,24.92N,122.36E
220325,1981-08-01,28.718000000000004,0.322,Taipei,Taiwan,24.92N,122.36E
220326,1981-09-01,26.313,0.254,Taipei,Taiwan,24.92N,122.36E
220327,1981-10-01,23.877,0.262,Taipei,Taiwan,24.92N,122.36E
220328,1981-11-01,21.038,0.368,Taipei,Taiwan,24.92N,122.36E
220329,1981-12-01,17.290000000000006,0.287,Taipei,Taiwan,24.92N,122.36E
220330,1982-01-01,16.59,0.231,Taipei,Taiwan,24.92N,122.36E
220331,1982-02-01,17.147000000000002,0.208,Taipei,Taiwan,24.92N,122.36E
220332,1982-03-01,19.587,0.202,Taipei,Taiwan,24.92N,122.36E
220333,1982-04-01,19.613,0.145,Taipei,Taiwan,24.92N,122.36E
220334,1982-05-01,24.333,0.222,Taipei,Taiwan,24.92N,122.36E
220335,1982-06-01,25.318,0.268,Taipei,Taiwan,24.92N,122.36E
220336,1982-07-01,27.708,0.151,Taipei,Taiwan,24.92N,122.36E
220337,1982-08-01,27.533,0.122,Taipei,Taiwan,24.92N,122.36E
220338,1982-09-01,26.434,0.174,Taipei,Taiwan,24.92N,122.36E
220339,1982-10-01,24.53700000000001,0.147,Taipei,Taiwan,24.92N,122.36E
220340,1982-11-01,22.663,0.317,Taipei,Taiwan,24.92N,122.36E
220341,1982-12-01,18.142000000000003,0.256,Taipei,Taiwan,24.92N,122.36E
220342,1983-01-01,16.782,0.304,Taipei,Taiwan,24.92N,122.36E
220343,1983-02-01,16.284000000000002,0.288,Taipei,Taiwan,24.92N,122.36E
220344,1983-03-01,17.983,0.17,Taipei,Taiwan,24.92N,122.36E
220345,1983-04-01,22.631,0.1669999999999999,Taipei,Taiwan,24.92N,122.36E
220346,1983-05-01,24.443,0.173,Taipei,Taiwan,24.92N,122.36E
220347,1983-06-01,26.719,0.18,Taipei,Taiwan,24.92N,122.36E
220348,1983-07-01,29.027,0.131,Taipei,Taiwan,24.92N,122.36E
220349,1983-08-01,28.306,0.139,Taipei,Taiwan,24.92N,122.36E
220350,1983-09-01,28.019,0.17,Taipei,Taiwan,24.92N,122.36E
220351,1983-10-01,25.544,0.158,Taipei,Taiwan,24.92N,122.36E
220352,1983-11-01,20.81600000000001,0.232,Taipei,Taiwan,24.92N,122.36E
220353,1983-12-01,16.942,0.334,Taipei,Taiwan,24.92N,122.36E
220354,1984-01-01,15.486,0.215,Taipei,Taiwan,24.92N,122.36E
220355,1984-02-01,15.623,0.177,Taipei,Taiwan,24.92N,122.36E
220356,1984-03-01,17.901,0.112,Taipei,Taiwan,24.92N,122.36E
220357,1984-04-01,20.467,0.146,Taipei,Taiwan,24.92N,122.36E
220358,1984-05-01,23.017,0.223,Taipei,Taiwan,24.92N,122.36E
220359,1984-06-01,26.965,0.119,Taipei,Taiwan,24.92N,122.36E
220360,1984-07-01,28.305,0.25,Taipei,Taiwan,24.92N,122.36E
220361,1984-08-01,27.59800000000001,0.26,Taipei,Taiwan,24.92N,122.36E
220362,1984-09-01,26.808000000000003,0.227,Taipei,Taiwan,24.92N,122.36E
220363,1984-10-01,24.064,0.162,Taipei,Taiwan,24.92N,122.36E
220364,1984-11-01,22.19400000000001,0.194,Taipei,Taiwan,24.92N,122.36E
220365,1984-12-01,18.021,0.174,Taipei,Taiwan,24.92N,122.36E
220366,1985-01-01,16.773999999999994,0.151,Taipei,Taiwan,24.92N,122.36E
220367,1985-02-01,17.583,0.14,Taipei,Taiwan,24.92N,122.36E
220368,1985-03-01,18.115,0.26,Taipei,Taiwan,24.92N,122.36E
220369,1985-04-01,20.191,0.316,Taipei,Taiwan,24.92N,122.36E
220370,1985-05-01,24.996,0.103,Taipei,Taiwan,24.92N,122.36E
220371,1985-06-01,25.656,0.348,Taipei,Taiwan,24.92N,122.36E
220372,1985-07-01,27.474,0.187,Taipei,Taiwan,24.92N,122.36E
220373,1985-08-01,27.642000000000003,0.16,Taipei,Taiwan,24.92N,122.36E
220374,1985-09-01,26.834,0.227,Taipei,Taiwan,24.92N,122.36E
220375,1985-10-01,24.995,0.17,Taipei,Taiwan,24.92N,122.36E
220376,1985-11-01,21.294,0.184,Taipei,Taiwan,24.92N,122.36E
